nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0656,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 0[1],,Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owner.,Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owner.,Every component receives KEEP/REFACTOR/REPLACE/DEFER with evidence and owner.,Extracted programmatically,NEW,,MEDIUM
NC-0657,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 1[0],,Cross-tenant guessed-ID GET returns 404/403 without leakage.,Cross-tenant guessed-ID GET returns 404/403 without leakage.,Cross-tenant guessed-ID GET returns 404/403 without leakage.,Extracted programmatically,NEW,,MEDIUM
NC-0658,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 1[1],,Body/query/header organizationId tampering cannot switch scope.,Body/query/header organizationId tampering cannot switch scope.,Body/query/header organizationId tampering cannot switch scope.,Extracted programmatically,NEW,,MEDIUM
NC-0659,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 1[2],,Tenant-owned repository call without TenantContext is impossible by interface.,Tenant-owned repository call without TenantContext is impossible by interface.,Tenant-owned repository call without TenantContext is impossible by interface.,Extracted programmatically,NEW,,MEDIUM
NC-0660,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 2[0],,Fresh login on second device restores profile/onboarding state.,Fresh login on second device restores profile/onboarding state.,Fresh login on second device restores profile/onboarding state.,Extracted programmatically,NEW,,MEDIUM
NC-0661,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 2[1],,Incomplete profile remains valid.,Incomplete profile remains valid.,Incomplete profile remains valid.,Extracted programmatically,NEW,,MEDIUM
NC-0662,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 2[2],,Optimistic version conflict returns 409.,Optimistic version conflict returns 409.,Optimistic version conflict returns 409.,Extracted programmatically,NEW,,MEDIUM
NC-0663,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 3[0],,Unsupported MIME rejected.,Unsupported MIME rejected.,Unsupported MIME rejected.,Extracted programmatically,NEW,,MEDIUM
NC-0664,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 3[1],,Duplicate retry with same idempotency key does not create second Document.,Duplicate retry with same idempotency key does not create second Document.,Duplicate retry with same idempotency key does not create second Document.,Extracted programmatically,NEW,,MEDIUM
NC-0665,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 3[2],,Extraction failure never creates canonical Fact.,Extraction failure never creates canonical Fact.,Extraction failure never creates canonical Fact.,Extracted programmatically,NEW,,MEDIUM
NC-0666,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 3[3],,Candidate facts require review.,Candidate facts require review.,Candidate facts require review.,Extracted programmatically,NEW,,MEDIUM
NC-0667,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 4[0],,Every MVP academic Fact has provenance.,Every MVP academic Fact has provenance.,Every MVP academic Fact has provenance.,Extracted programmatically,NEW,,MEDIUM
NC-0668,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 4[1],,Unknown freshness remains UNKNOWN.,Unknown freshness remains UNKNOWN.,Unknown freshness remains UNKNOWN.,Extracted programmatically,NEW,,MEDIUM
NC-0669,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 4[2],,Stale fact is distinguishable from missing fact.,Stale fact is distinguishable from missing fact.,Stale fact is distinguishable from missing fact.,Extracted programmatically,NEW,,MEDIUM
NC-0670,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 5[0],,Conflicting candidate does not silently overwrite canonical fact.,Conflicting candidate does not silently overwrite canonical fact.,Conflicting candidate does not silently overwrite canonical fact.,Extracted programmatically,NEW,,MEDIUM
NC-0671,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 5[1],,Correction cannot target another user's fact.,Correction cannot target another user's fact.,Correction cannot target another user's fact.,Extracted programmatically,NEW,,MEDIUM
NC-0672,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 5[2],,Sensitive privacy action requires explicit confirmation/re-auth policy.,Sensitive privacy action requires explicit confirmation/re-auth policy.,Sensitive privacy action requires explicit confirmation/re-auth policy.,Extracted programmatically,NEW,,MEDIUM
NC-0673,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 5[3],,Deletion purges authorized projections/indexes/caches according to lifecycle.,Deletion purges authorized projections/indexes/caches according to lifecycle.,Deletion purges authorized projections/indexes/caches according to lifecycle.,Extracted programmatically,NEW,,MEDIUM
NC-0674,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 6[0],,Marksheet upload maps reviewed subjects/results to correct term.,Marksheet upload maps reviewed subjects/results to correct term.,Marksheet upload maps reviewed subjects/results to correct term.,Extracted programmatically,NEW,,MEDIUM
NC-0675,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 6[1],,Missing maxScore does not default to 100.,Missing maxScore does not default to 100.,Missing maxScore does not default to 100.,Extracted programmatically,NEW,,MEDIUM
NC-0676,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 6[2],,Aggregate attendance is not guessed as subject attendance.,Aggregate attendance is not guessed as subject attendance.,Aggregate attendance is not guessed as subject attendance.,Extracted programmatically,NEW,,MEDIUM
NC-0677,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 7[0],,Missing data prompt distinguishes unknown from zero.,Missing data prompt distinguishes unknown from zero.,Missing data prompt distinguishes unknown from zero.,Extracted programmatically,NEW,,MEDIUM
NC-0678,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 7[1],,Dismissed prompt persists.,Dismissed prompt persists.,Dismissed prompt persists.,Extracted programmatically,NEW,,MEDIUM
NC-0679,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 7[2],,No spam loop after dismissal.,No spam loop after dismissal.,No spam loop after dismissal.,Extracted programmatically,NEW,,MEDIUM
NC-0680,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 8[0],,No evidence returns INSUFFICIENT_DATA.,No evidence returns INSUFFICIENT_DATA.,No evidence returns INSUFFICIENT_DATA.,Extracted programmatically,NEW,,MEDIUM
NC-0681,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 8[1],,Unresolved conflict returns CONFLICTED or explicit disclosure.,Unresolved conflict returns CONFLICTED or explicit disclosure.,Unresolved conflict returns CONFLICTED or explicit disclosure.,Extracted programmatically,NEW,,MEDIUM
NC-0682,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 8[2],,Stale evidence is disclosed.,Stale evidence is disclosed.,Stale evidence is disclosed.,Extracted programmatically,NEW,,MEDIUM
NC-0683,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 8[3],,Semantic retrieval cannot cross tenant.,Semantic retrieval cannot cross tenant.,Semantic retrieval cannot cross tenant.,Extracted programmatically,NEW,,MEDIUM
NC-0684,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 8[4],,CandidateFact is excluded from settled factual answer.,CandidateFact is excluded from settled factual answer.,CandidateFact is excluded from settled factual answer.,Extracted programmatically,NEW,,MEDIUM
NC-0685,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 9[0],,"Rate limits, retry, idempotency, observability and backup/recovery drills pass.","Rate limits, retry, idempotency, observability and backup/recovery drills pass.","Rate limits, retry, idempotency, observability and backup/recovery drills pass.",Extracted programmatically,NEW,,MEDIUM
NC-0686,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 9[1],,Critical journey passes on mobile and fresh session.,Critical journey passes on mobile and fresh session.,Critical journey passes on mobile and fresh session.,Extracted programmatically,NEW,,MEDIUM
NC-0687,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/sprint_acceptance_tests/Sprint 9[2],,Security regression suite passes before release.,Security regression suite passes before release.,Security regression suite passes before release.,Extracted programmatically,NEW,,MEDIUM
NC-0688,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox,,"{""pattern"": ""MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit."", ""events"": [""DocumentUploaded.v1"", ""DocumentAccepted.v1"", ""ExtractionRequested.v1"", ""ExtractionCompleted.v1"", ""ReviewSubmitted.v1"", ""FactCanonicalized.v1"", ""ConflictDetected.v1"", ""ConflictResolved.v1"", ""CorrectionRequested.v1"", ""CorrectionApplied.v1"", ""PrivacyActionRequested.v1"", ""DeletionScopeFrozen.v1"", ""DeletionCompleted.v1"", ""MentorQueryCompleted.v1""], ""rules"": [""Domain mutation and outbox insert share transaction when both are in MongoDB."", ""Consumers are idempotent."", ""Event payloads carry organizationId, eventId, occurredAt, schemaVersion, aggregate identity."", ""Do not place raw document bytes, secrets, OAuth tokens, or unrestricted mentor content in events."", ""Event version changes are explicit; consumers must not infer shape by deployment date.""]}","{""pattern"": ""MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit."", ""events"": [""DocumentUploaded.v1"", ""DocumentAccepted.v1"", ""ExtractionRequested.v1"", ""ExtractionCompleted.v1"", ""ReviewSubmitted.v1"", ""FactCanonicalized.v1"", ""ConflictDetected.v1"", ""ConflictResolved.v1"", ""CorrectionRequested.v1"", ""CorrectionApplied.v1"", ""PrivacyActionRequested.v1"", ""DeletionScopeFrozen.v1"", ""DeletionCompleted.v1"", ""MentorQueryCompleted.v1""], ""rules"": [""Domain mutation and outbox insert share transaction when both are in MongoDB."", ""Consumers are idempotent."", ""Event payloads carry organizationId, eventId, occurredAt, schemaVersion, aggregate identity."", ""Do not place raw document bytes, secrets, OAuth tokens, or unrestricted mentor content in events."", ""Event version changes are explicit; consumers must not infer shape by deployment date.""]}","{""pattern"": ""MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit."", ""events"": [""DocumentUploaded.v1"", ""DocumentAccepted.v1"", ""ExtractionRequested.v1"", ""Ex",Extracted programmatically,NEW,,MEDIUM
NC-0689,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[0],,DocumentUploaded.v1,DocumentUploaded.v1,DocumentUploaded.v1,Extracted programmatically,NEW,,MEDIUM
NC-0690,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[10],,PrivacyActionRequested.v1,PrivacyActionRequested.v1,PrivacyActionRequested.v1,Extracted programmatically,NEW,,MEDIUM
NC-0691,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[11],,DeletionScopeFrozen.v1,DeletionScopeFrozen.v1,DeletionScopeFrozen.v1,Extracted programmatically,NEW,,MEDIUM
NC-0692,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[12],,DeletionCompleted.v1,DeletionCompleted.v1,DeletionCompleted.v1,Extracted programmatically,NEW,,MEDIUM
NC-0693,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[13],,MentorQueryCompleted.v1,MentorQueryCompleted.v1,MentorQueryCompleted.v1,Extracted programmatically,NEW,,MEDIUM
NC-0694,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[1],,DocumentAccepted.v1,DocumentAccepted.v1,DocumentAccepted.v1,Extracted programmatically,NEW,,MEDIUM
NC-0695,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[2],,ExtractionRequested.v1,ExtractionRequested.v1,ExtractionRequested.v1,Extracted programmatically,NEW,,MEDIUM
NC-0696,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[3],,ExtractionCompleted.v1,ExtractionCompleted.v1,ExtractionCompleted.v1,Extracted programmatically,NEW,,MEDIUM
NC-0697,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[4],,ReviewSubmitted.v1,ReviewSubmitted.v1,ReviewSubmitted.v1,Extracted programmatically,NEW,,MEDIUM
NC-0698,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[5],,FactCanonicalized.v1,FactCanonicalized.v1,FactCanonicalized.v1,Extracted programmatically,NEW,,MEDIUM
NC-0699,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[6],,ConflictDetected.v1,ConflictDetected.v1,ConflictDetected.v1,Extracted programmatically,NEW,,MEDIUM
NC-0700,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[7],,ConflictResolved.v1,ConflictResolved.v1,ConflictResolved.v1,Extracted programmatically,NEW,,MEDIUM
NC-0701,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[8],,CorrectionRequested.v1,CorrectionRequested.v1,CorrectionRequested.v1,Extracted programmatically,NEW,,MEDIUM
NC-0702,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/events[9],,CorrectionApplied.v1,CorrectionApplied.v1,CorrectionApplied.v1,Extracted programmatically,NEW,,MEDIUM
NC-0703,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/pattern,,MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit.,MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit.,MongoDB transaction + transactional outbox record; asynchronous dispatcher publishes after commit.,Extracted programmatically,NEW,,MEDIUM
NC-0704,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/rules[0],,Domain mutation and outbox insert share transaction when both are in MongoDB.,Domain mutation and outbox insert share transaction when both are in MongoDB.,Domain mutation and outbox insert share transaction when both are in MongoDB.,Extracted programmatically,NEW,,MEDIUM
NC-0705,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/rules[1],,Consumers are idempotent.,Consumers are idempotent.,Consumers are idempotent.,Extracted programmatically,NEW,,MEDIUM
NC-0706,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/rules[2],,"Event payloads carry organizationId, eventId, occurredAt, schemaVersion, aggregate identity.","Event payloads carry organizationId, eventId, occurredAt, schemaVersion, aggregate identity.","Event payloads carry organizationId, eventId, occurredAt, schemaVersion, aggregate identity.",Extracted programmatically,NEW,,MEDIUM
NC-0707,Pass4,Academic_Universe_MVP_Technical_Contract_v1.0_Pass4.json,/transactional_outbox/rules[3],,"Do not place raw document bytes, secrets, OAuth tokens, or unrestricted mentor content in events.","Do not place raw document bytes, secrets, OAuth tokens, or unrestricted mentor content in events.","Do not place raw document bytes, secrets, OAuth tokens, or unrestricted mentor content in events.",Extracted programmatically,NEW,,MEDIUM
